price,brand,model,version,year,km,doors,fuel
20.900,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V FLEX 4P MANUAL,2013,0 km,4,Gasolina e Álcool (flex)
18.600,Fiat,Palio,Palio 1.0 Celebr. ECONOMY F.Flex 8V 2p,2010,117000 km,2,Gasolina
16.900,Fiat,Palio,ECONOMY,2011,108141 km,2,Gasolina e Álcool (flex)
9.900,Fiat,Palio,EX ,1999,180365 km,2,Gasolina
10.490,Fiat,Palio,2001,161000 km,2,Gasolina
13.500,Fiat,Palio,2007,100000 km,2,Gasolina e Álcool (flex)
12.900,Fiat,Palio,2003,1 km,2,Gasolina
28.990,Fiat,Palio,2015,73000 km,4,Gasolina e álcool
28.800,Fiat,Palio,Palio Attractive 1.4 Flex,2013,59000 km,4,Gasolina e Álcool (flex)
50.999,Fiat,Palio,2016,34900 km,4,Gasolina e Álcool (flex)
13.900,Fiat,Palio,2008,142000 km,4,Gasolina e Álcool (flex)
17.990,Fiat,Palio,1.0 CELEBR. ECONOMY F.FLEX 8V 2P,2011,100632 km,2,Gasolina e Álcool (flex)
11.899,Fiat,Palio,1.0 FIRE,2006,12000 km,2,Gasolina
24.490,Fiat,Palio,1.0 ECONOMY FIRE FLEX 8V 2P,2015,59985 km,2,Gasolina e Álcool (flex)
14.900,Fiat,Palio,1.0 MPI FIRE CELEBRATION 8V FLEX 2P MANUAL,2007,1000 km,2,Gasolina e Álcool (flex)
15.799,Fiat,Palio,CELEBRATION,2008,121782 km,4,Gasolina e Álcool (flex)
49.990,Fiat,Palio,FIAT PALIO 1.8 MPI ADVENTURE WEEKEND 16V FLEX 4P MANUAL,2015,39700 km,4,Gasolina e Álcool (flex)
30.990,Fiat,Palio,1.4 Mpi Attractive 8v,2014,76235 km,4,Gasolina e Álcool (flex)
29.500,Fiat,Palio,ATTRACTIVE,2013,67000 km,4,Gasolina e Álcool (flex)
19.900,Fiat,Palio,2010,73790 km,2,Gasolina e Álcool (flex)
11.900,Fiat,Palio,Fire 1.0,2003,132000 km,2,Gasolina e Álcool (flex)
27.900,Fiat,Palio,2012,82000 km,4,Gasolina e Álcool (flex)
45.890,Fiat,Palio,2015,53588 km,4,Gasolina e Álcool (flex)
16.900,Fiat,Palio
38.000,Fiat,Palio,2015,87000 km,4,Gasolina e Álcool (flex)
18.499,Fiat,Palio,FIRE FLEX,2008,124341 km,4,Gasolina e Álcool (flex)
32.900,Fiat,Palio,SPORTING,2012,56000 km,4,Gasolina e Álcool (flex)
39.900,Fiat,Palio,2014,120000 km,4,Gasolina e Álcool (flex)
16.389,Fiat,Palio,1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,2007,80360 km,4,Gasolina e Álcool (flex)
34.900,Fiat,Palio,1.6 Mpi Sporting 16v Flex 4p Manual,2014,45820 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,ATTRACTIVE 1.0,2014,42614 km,4,Gasolina e Álcool (flex)
27.000,Fiat,Palio,Palio Attractive 1.0 Flex 4p Manual,2013,60078 km,4,Gasolina e Álcool (flex)
36.900,Fiat,Palio,Attractive 1.4 Fire Flex 8V 5p,2016,17000 km,4,Gasolina e Álcool (flex)
19.000,Fiat,Palio,2012,45000 km,2,Gasolina e Álcool (flex)
11.900,Fiat,Palio,Fire 1.0 8v,2005,110000 km,2,Gasolina
23.690,Fiat,Palio,Palio Weekend Trekinng 1.8 Flex Completa,2010,80000 km,4,Gasolina e Álcool (flex)
13.800,Fiat,Palio,2007,98000 km,3,Gasolina e Álcool (flex)
16.490,Fiat,Palio,2009,101032 km,4,Gasolina e Álcool (flex)
26.000,Fiat,Palio,attractiv,2013,85000 km,4,Gasolina e Álcool (flex)
15.900,Fiat,Palio,fire 4p flex,2008,93572 km,04,Gasolina e Álcool (flex)
16.800,Fiat,Palio,Fire 1.0 Flex,2008,85231 km,4,Gasolina e Álcool (flex)
24.900,Fiat,Palio,2013,39000 km,4,Gasolina e Álcool (flex)
26.900,Fiat,Palio,Attractive 1.0 8V Flex,2012,0 km,4,Gasolina e Álcool (flex)
27.900,Fiat,Palio,1.6 TREKKING WEEKEND 16V FLEX 4P MANUAL,2014,0 km,4,Gasolina-Álcool e GNV (TetraFlex)
32.500,Fiat,Palio,Fiat Palio Attractive Motor 1.0 2015 Vermelho 4 Portas,2015,36259 km,4,Gasolina e Álcool (flex)
45.490,Fiat,Palio,1.4 Mpi Attractive 8v,2016,0 km,4,Gasolina e Álcool (flex)
37.900,Fiat,Palio,2014,36902 km,4,Gasolina e Álcool (flex)
29.800,Fiat,Palio,ESSENCE 1.6,2013,65000 km,4,Gasolina e Álcool (flex)
20.900,Fiat,Palio,2007,121000 km,4,Gasolina e Álcool (flex)
16.990,Fiat,Palio,2011,79000 km,2,Gasolina e Álcool (flex)
34.800,Fiat,Palio,2016,27000 km,4,Gasolina e Álcool (flex)
17.900,Fiat,Palio,1.0 MPI 8V Fire Flex,2009,999999 km,4,Gasolina e Álcool (flex)
33.990,Fiat,Palio,1.0 Mpi Attractive 8v,2016,61000 km,4,Gasolina e Álcool (flex)
11.900,Fiat,Palio,2008,75000 km,4,Gasolina e Álcool (flex)
38.990,Fiat,Palio,ATTRACTIVE 1.0 8V ,2016,25000 km,4,Gasolina e Álcool (flex)
8.500,Fiat,Palio,EX 1.0 mpi 2p,1997,208000 km,2,Gasolina
25.500,Fiat,Palio,2015,43000 km,4,Gasolina e Álcool (flex)
14.900,Fiat,Palio,Fire Celebration ,2009,140000 km,2,Gasolina e Álcool (flex)
42.900,Fiat,Palio,1.8 Mpi Adventure Weekend 16v,2014,41000 km,4,Gasolina e Álcool (flex)
39.990,Fiat,Palio,2015,22078 km,4,Gasolina e Álcool (flex)
13.799,Fiat,Palio,1.0/ Trofeo 1.0 Fire/ Fire Flex 2p,2006,121200 km,2,Gasolina e Álcool (flex)
27.990,Fiat,Palio,Attractive Evo 1.0 8V Flex,2013,67000 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,PALIO ATTRACTIVE 1.0,2014,999999 km,4,Gasolina e Álcool (flex)
29.980,Fiat,Palio,ATTRACTIVE,2014,99000 km,04,Gasolina e Álcool (flex)
43.900,Fiat,Palio,1.8 Mpi Adventure Weekend 16v,2013,49000 km,4,Gasolina e Álcool (flex)
17.900,Fiat,Palio,Fiat Palio 1.0 Fire Economy,2008,100 km,4,Gasolina e Álcool (flex)
34.900,Fiat,Palio,1.6 MPI SPORTING 16V FLEX 4P M,2013,35000 km,4,Gasolina e Álcool (flex)
8.900,Fiat,Palio,1997,95000 km,4,Gasolina
22.900,Fiat,Palio,2009,137731 km,2,Gasolina e Álcool (flex)
27.900,Fiat,Palio,Attractive Evo 1.4 Flex,2012,77000 km,4,Gasolina e Álcool (flex)
30.500,Fiat,Palio,2009,119818 km,4,Gasolina e Álcool (flex)
36.900,Fiat,Palio,2012,68000 km,4,Gasolina e Álcool (flex)
35.890,Fiat,Palio,FIAT PALIO 1.8 MPI ADVENTURE WEEKEND 16V FLEX 4P AUTOMATIZADO,2012,75803 km,4,Gasolina e Álcool (flex)
26.990,Fiat,Palio,2012,0 km,4,Gasolina e Álcool (flex)
13.900,Fiat,Palio,FIAT PALIO 1.0 MPI FIRE ELX WEEKEND 16V GASOLINA 4P MANUAL,2002,95000 km,4,Gasolina e Álcool (flex)
27.900,Fiat,Palio,2014,0 km,4,Gasolina e Álcool (flex)
51.990,Fiat,Palio,1.6 Mpi Sporting 16v,2017,0 km,4,Gasolina e Álcool (flex)
28.999,Fiat,Palio,ATTRACTIVE,2013,22200 km,4,Gasolina e Álcool (flex)
9.990,Fiat,Palio,1.0 FIRE,2005,1 km,2,Gasolina
26.980,Fiat,Palio,2013,0 km,4,Gasolina e Álcool (flex)
19.500,Fiat,Palio,PALIO FIRE ECONOMY 1.0,2010,88000 km,4,Gasolina e Álcool (flex)
29.990,Fiat,Palio,FIRE 1.0 8v ,2016,0 km,2,Gasolina e Álcool (flex)
24.990,Fiat,Palio,ELX 1.0mpi ,2008,75000 km,4,Gasolina e Álcool (flex)
14.900,Fiat,Palio,ECONOMY,2012,149525 km,2,Gasolina e Álcool (flex)
37.990,Fiat,Palio,ATTRACTIVE 1.0 8V  ,2015,45000 km,4,Gasolina e Álcool (flex)
23.000,Fiat,Palio,1.7 mpi 8V 2p,1997,70 km,3,Álcool
26.990,Fiat,Palio,Economy 1.0,2013,80000 km,4,Gasolina e Álcool (flex)
12.500,Fiat,Palio,Fire 1.0 4p,2006,121000 km,4,Gasolina
32.890,Fiat,Palio,ESSENCE,2013,49164 km,4,Gasolina e Álcool (flex)
29.990,Fiat,Palio,2014,49500 km,4,Gasolina e Álcool (flex)
22.990,Fiat,Palio,FIRE ECONOMY 1. 0,2013,92063 km,4,Gasolina e Álcool (flex)
28.500,Fiat,Palio,2015,18000 km,4,Gasolina e álcool
49.900,Fiat,Palio,SPORTING ,2017,0 km,4,Gasolina e Álcool (flex),Coupé
45.900,Fiat,Palio,FIAT PALIO WEEKEND 1.6 TREKKING 16V FELX,2016,70000 km,4,Gasolina e Álcool (flex)
32.980,Fiat,Palio,ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,2015,26000 km,4,Gasolina e álcool
9.900,Fiat,Palio,2000,124555 km,4,Gasolina
32.980,Fiat,Palio,ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,2015,26000 km,4,Gasolina e Álcool (flex)
26.990,Fiat,Palio,Palio Attractive 1.0 EVO Fire Flex 8v 5p,2014,47660 km,4,Gasolina e Álcool (flex)
32.980,Fiat,Palio,ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,2015,26000 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2010,121579 km,4,Gasolina e álcool
15.900,Fiat,Palio,2005,192183 km,4,Gasolina e álcool
28.980,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V FLEX 4P MANUAL,2016,39000 km,4,Gasolina e álcool
28.980,Fiat,Palio,1.0 MPI FIRE ECONOMY 8V FLEX 4P MANUAL,2016,39000 km,4,Gasolina e álcool
27.900,Fiat,Palio,2013,86256 km,4,Gasolina e álcool
26.900,Fiat,Palio,2013,126000 km,4,Gasolina e álcool
15.900,Fiat,Palio,2007,99000 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2010,108622 km,4,Gasolina e álcool
29.990,Fiat,Palio,1.6 EVO Sporting,2013,72800 km,4,Gasolina e álcool
17.800,Fiat,Palio,1.0 8V MPI Fire Economy Flex 4P Manual,2010,110600 km,4,Gasolina e álcool
27.990,Fiat,Palio,ATTRACTIVE 1.0 ,2013,53322 km,4,Gasolina e Álcool (flex)
28.990,Fiat,Palio,1.4 8V MPI Attractive Flex 4P Manual,2013,59000 km,4,Gasolina e álcool
40.900,Fiat,Palio,PALIO SPORTING 1.6 FLEX,2015,0 km,4,Gasolina e Álcool (flex)
45.900,Fiat,Palio,2015,13000 km,4,Gasolina e Álcool (flex)
28.900,Fiat,Palio,2013,51484 km,4,Gasolina e Álcool (flex)
29.800,Fiat,Palio,2015,29232 km,4,Gasolina e Álcool (flex)
8.900,Fiat,Palio,1998,1111 km,4,Gasolina
29.900,Fiat,Palio,2013,74800 km,4,Gasolina e Álcool (flex)
29.990,Fiat,Palio,1.0 8V MPI Attractive Flex 4P Manual,2014,39000 km,4,Gasolina e álcool
23.800,Fiat,Palio,2014,56759 km,2,Gasolina e álcool
39.900,Fiat,Palio,SPORTING INTERLAGOS DUALOGIC,2014,73000 km,4,Gasolina e Álcool (flex)
6.900,Fiat,Palio,EX 8V,2000,100000 km,4,Gasolina
40.990,Fiat,Palio,1.0 Mpi Attractive 8v,2017,0 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,1.0 MPI ELX 8V FLEX 2P MANUAL,2010,70000 km,2,Gasolina e Álcool (flex)
12.800,Fiat,Palio,EX,1999,1 km,2,Gasolina
45.490,Fiat,Palio,1.4 Mpi Attractive 8v,2017,0 km,4,Gasolina e Álcool (flex)
40.790,Fiat,Palio,1.0 Mpi Attractive 8v,2017,1000 km,4,Gasolina e álcool
26.900,Fiat,Palio,2013,89000 km,4,Gasolina e Álcool (flex)
17.490,Fiat,Palio,Palio Fire Economy 1.0 8v (flex) - 2013,2013,45271 km,2,Gasolina e Álcool (flex)
52.790,Fiat,Palio,1.6 Mpi Sporting 16v,2017,0 km,4,Gasolina e Álcool (flex)
26.900,Fiat,Palio,2013,89000 km,4,Gasolina e Álcool (flex)
35.900,Fiat,Palio,2015,22043 km,4,Gasolina e álcool
34.990,Fiat,Palio,1.8 Mpi Adventure Locker Weekend 16v,2012,71000 km,4,Gasolina e álcool
28.900,Fiat,Palio,2014,18000 km,4,Gasolina e álcool
16.900,Fiat,Palio,2004,130481 km,4,Gasolina e Álcool (flex)
17.990,Fiat,Palio,2008,93000 km,4,Gasolina e álcool
19.900,Fiat,Palio,2011,98510 km,4,Gasolina e álcool
14.900,Fiat,Palio,2005,55000 km,4,Gasolina
10.500,Fiat,Palio,1.0 MPI FIRE EX 8V,2002,230000 km,4,Gasolina
25.900,Fiat,Palio,ATRACTIVE EVO 1.0 FLEX,2013,50000 km,4,Gasolina e álcool,Hatchback
37.000,Fiat,Palio,SPORTING  1.6,2014,0 km,4,Gasolina e Álcool (flex),Monobloco
22.990,Fiat,Palio,2010,82000 km,4,Gasolina e Álcool (flex)
27.900,Fiat,Palio,1.6 Essence 16v 4p Automatizado,2011,35000 km,4,Gasolina e Álcool (flex)
31.900,Fiat,Palio,2014,45000 km,4,Gasolina e Álcool (flex)
33.900,Fiat,Palio,2015,45000 km,4,Gasolina e Álcool (flex)
25.900,Fiat,Palio,2011,100 km,2,Gasolina e Álcool (flex)
32.900,Fiat,Palio,2014,58000 km,4,Gasolina e Álcool (flex)
23.990,Fiat,Palio,1.0 Mpi Fire 8v,2015,23990 km,2,Gasolina e Álcool (flex)
35.900,Fiat,Palio,1.0 Mpi Attractive 8v,2016,49672 km,4,Gasolina e álcool
21.900,Fiat,Palio,2010,63589 km,4,Gasolina e álcool
29.900,Fiat,Palio,1.6 Mpi Essence 16v,2013,59000 km,4,Gasolina e Álcool (flex)
28.900,Fiat,Palio,1.6 Mpi Essence 16v,2013,102800 km,4,Gasolina e álcool
22.900,Fiat,Palio,2010,90000 km,4,Gasolina e álcool
29.900,Fiat,Palio,2015,19000 km,4,Gasolina e álcool
18.990,Fiat,Palio,Palio,2012,60700 km,2,Gasolina e álcool
10.900,Fiat,Palio,1.6 Mpi 16v 4p ,1997,0 km,4,Gasolina,Coupé
26.900,Fiat,Palio,2015,40714 km,4,Gasolina e Álcool (flex)
30.500,Fiat,Palio,Attractive 1.4 8V Flex,2013,55000 km,4,Gasolina e Álcool (flex)
33.900,Fiat,Palio,Sporting 1.6 16V Flex,2013,50000 km,4,Gasolina e Álcool (flex)
18.900,Fiat,Palio,FIAT PALIO FIRE  1.0,2008,100 km,4,Gasolina e Álcool (flex)
29.900,Fiat,Palio,1.4 Mpi Attractive 8v,2013,131750 km,4,Gasolina e Álcool (flex)
35.900,Fiat,Palio,ATTRACTIVE 1.4,2014,100 km,4,Gasolina e Álcool (flex)
25.000,Fiat,Palio,Atractive,2013,56138 km,4,Gasolina e álcool,Hatchback
25.900,Fiat,Palio,Celebration 1.0 8V Fire Flex,2015,28924 km,4,Gasolina e álcool
37.690,Fiat,Palio,2016,7777 km,4,Gasolina e Álcool (flex)
20.900,Fiat,Palio,2010,109000 km,4,Gasolina e Álcool (flex)
22.750,Fiat,Palio,Fiat Palio 1.0 Fire  2p - 2015,2015,39627 km,2,Gasolina e álcool
29.490,Fiat,Palio,1.4 Mpi Attractive 8v Flex 4p Manual,2013,28345 km,4,Gasolina e álcool
53.900,Fiat,Palio,1.8 Mpi Adventure Weekend 16v,2016,65000 km,4,Gasolina e álcool
30.990,Fiat,Palio,2014,68009 km,4,Gasolina e álcool
23.900,Fiat,Palio,2010,61231 km,4,Gasolina e álcool
33.900,Fiat,Palio,2015,42500 km,4,Gasolina e álcool
26.990,Fiat,Palio,2013,92000 km,4,Gasolina e álcool
37.900,Fiat,Palio,2016,24658 km,4,Gasolina e Álcool (flex)
8.900,Fiat,Palio,ED,1997,145000 km,2,Gasolina
30.900,Fiat,Palio,2013,49000 km,4,Gasolina e álcool
35.900,Fiat,Palio,2016,19000 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2011,60000 km,4,Gasolina e álcool
8.900,Fiat,Palio,1999,215072 km,4,Gasolina
22.200,Fiat,Palio,2010,74900 km,4,Gasolina e Álcool (flex)
26.900,Fiat,Palio,FIAT PALIO AC 1.4 4 P,2011,100 km,4,Gasolina e Álcool (flex)
18.000,Fiat,Palio,Celebration 1.0 8V Fire Flex,2008,92600 km,4,Gasolina e Álcool (flex)
15.990,Fiat,Palio,2009,1 km,2,Gasolina e álcool
35.990,Fiat,Palio,Palio,2016,21500 km,4,Gasolina e Álcool (flex)
38.990,Fiat,Palio,Palio Weekend,2015,39500 km,4,Gasolina e álcool
24.900,Fiat,Palio,Economy 1.0 8V Fire Flex,2014,108500 km,4,Gasolina e Álcool (flex)
24.990,Fiat,Palio,Fiat Palio Fire Economy 1.0 8v Flex  4p - 11/12,2012,40420 km,4,Gasolina e álcool
17.990,Fiat,Palio,Fiat Palio Fire Economy 1.0 8v Flex  2p - 10/10,2010,118700 km,2,Gasolina e Álcool (flex)
23.899,Fiat,Palio,Fiat Palio Fire Economy 1.0 4p 2014 Vermelho - Dml Veículos,2014,39000 km,4,Gasolina e álcool
33.990,Fiat,Palio,Fiat Palio(n.geracao) Essence 1.6 16v Flex  4p - 13/13,2013,49000 km,4,Gasolina e álcool
19.900,Fiat,Palio,2013,0 km,4,Gasolina e álcool
14.900,Fiat,Palio,Fire 1.0,2006,0 km,4,Gasolina e Álcool (flex)
37.900,Fiat,Palio,2013,67320 km,4,Gasolina e álcool
18.900,Fiat,Palio,Economy 1.0 8V Fire Flex,2010,0 km,4,Gasolina e Álcool (flex)
34.900,Fiat,Palio,2014,0 km,4,Gasolina e Álcool (flex)
32.900,Fiat,Palio,2013,56219 km,4,Gasolina e álcool
31.900,Fiat,Palio,2015,36000 km,4,Gasolina e álcool
31.900,Fiat,Palio,2013,43202 km,4,Gasolina e álcool
28.800,Fiat,Palio,Palio Attractive 1.0 8v Flex 4p Manual,2013,39000 km,4,Gasolina e álcool
16.390,Fiat,Palio,1.0 Mpi Fire 8v,2009,999999 km,4,Gasolina e Álcool (flex)
24.900,Fiat,Palio,2014,100 km,2,Gasolina e álcool
29.900,Fiat,Palio,2013,125152 km,4,Gasolina e álcool
18.990,Fiat,Palio,Economy,2013,82500 km,2,Gasolina e álcool
34.900,Fiat,Palio,PALIO ATTRACTIVE 1.0 / COMPLETO / &Uacute;NICO DONO,2016,13000 km,4,Gasolina e álcool
21.900,Fiat,Palio,2012,100 km,4,Gasolina e álcool
17.900,Fiat,Palio,2010,120000 km,4,Gasolina e Álcool (flex)
28.900,Fiat,Palio,1.0 ATTRACTIV,2013,4 km,4,Gasolina e álcool
23.890,Fiat,Palio,Fire 1.0,2013,75000 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2015,35000 km,2,Gasolina e Álcool (flex)
19.990,Fiat,Palio,ELX 1.0 mpi Fire/ FireFlex 8V 4p,2010,92600 km,4,Gasolina e Álcool (flex)
24.900,Fiat,Palio,2015,49000 km,4,Gasolina e álcool
30.990,Fiat,Palio,2015,39473 km,5,Gasolina e Álcool (flex)
19.900,Fiat,Palio,2006,67000 km,4,Gasolina e Álcool (flex)
27.900,Fiat,Palio,Palio Fire Economy Flex,2015,10 km,4,Gasolina e álcool
12.990,Fiat,Palio,ELX,2004,128000 km,4,Gasolina
10.900,Fiat,Palio,EX,2001,0 km,4,Gasolina
26.900,Fiat,Palio,2015,1 km,4,Gasolina e Álcool (flex)
22.900,Fiat,Palio,PALIO 1.4 MPI ELX 8V FLEX 4P,2010,80809 km,4,Gasolina e Álcool (flex)
35.590,Fiat,Palio,2015,51616 km,4,Gasolina e Álcool (flex)
23.900,Fiat,Palio,2014,61000 km,4,Gasolina e Álcool (flex)
45.500,Fiat,Palio,2016,29800 km,4,Gasolina e Álcool (flex)
27.000,Fiat,Palio,2013,88000 km,4,Gasolina e álcool
10.900,Fiat,Palio,1.0 8V Fire EX 2P Manual,2015,0 km,3,Gasolina e álcool
37.900,Fiat,Palio,2015,19000 km,4,Gasolina e Álcool (flex)
30.900,Fiat,Palio, ATTRACTIVE 1.4 Fire Flex 8V 5p,2013,100 km,4,Gasolina e Álcool (flex)
32.000,Fiat,Palio,Palio SPORTING 1.6 Flex 16V 5p,2013,36000 km,4,Gasolina e Álcool (flex)
28.900,Fiat,Palio,Attractive 1.0 8V Flex,2014,32000 km,4,Gasolina e Álcool (flex)
13.000,Fiat,Palio,1.0 Mpi Fire Elx 16v,2002,124590 km,4,Gasolina
19.900,Fiat,Palio,Economy 1.0 8V Fire Flex,2010,0 km,4,Gasolina e Álcool (flex)
26.500,Fiat,Palio,Palio Attractive 1.0 8v Flex 4p Manual,2012,999999 km,4,Gasolina e álcool
14.990,Fiat,Palio,2008,112000 km,4,Gasolina e álcool
37.900,Fiat,Palio,2015,1 km,4,Gasolina e Álcool (flex)
28.900,Fiat,Palio,1.4 Mpi Attractive 8v,2013,55943 km,4,Gasolina e álcool
25.890,Fiat,Palio,Attractive 1.4 8V Flex,2011,99000 km,4,Gasolina e álcool
19.900,Fiat,Palio,1.0 Economy ,2010,110600 km,4,Gasolina e Álcool (flex),Coupé
27.890,Fiat,Palio,1.0 Fire Flex 8V 4p,2015,60000 km,4,Gasolina e álcool
18.900,Fiat,Palio,2007,78000 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2011,49900 km,4,Gasolina e álcool
18.800,Fiat,Palio,2008,72000 km,4,Gasolina e Álcool (flex)
29.900,Fiat,Palio,2015,44400 km,4,Gasolina e Álcool (flex)
27.900,Fiat,Palio,2015,41008 km,2,Gasolina e álcool
20.800,Fiat,Palio,2008,94000 km,4,Gasolina e álcool
29.900,Fiat,Palio,2013,61000 km,4,Gasolina e álcool
13.000,Fiat,Palio,1.0 MPI FIRE ELX WEEKEND 16V GASOLINA 4P MANUAL,2001,0 km,4,Gasolina
26.900,Fiat,Palio,1.0 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2014,1 km,4,Gasolina e álcool
10.499,Fiat,Palio,2004,120000 km,2,Gasolina
26.900,Fiat,Palio,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,2014,1 km,4,Gasolina e álcool
17.900,Fiat,Palio,1.8 MPI ADVENTURE WEEKEND 8V,2004,107750 km,4,Gasolina
25.900,Fiat,Palio,2015,4900 km,4,Gasolina e álcool
26.900,Fiat,Palio,1.8 MPI ADVENTURE WEEKEND 8V FLEX 4P MANUAL,2010,0 km,4,Gasolina e álcool
18.500,Fiat,Palio,2007,1 km,4,Gasolina e álcool
16.900,Fiat,Palio,Fire Flex Palio 4 Portas,2008,115000 km,4,Gasolina e álcool
22.900,Fiat,Palio,PALIO ELX FLEX,2008,100 km,4,Gasolina e álcool
44.890,Fiat,Palio,Essence 1.6 MPI 16V,2016,0 km,4,Gasolina e álcool
28.900,Fiat,Palio,ATTRACTIVE 1.4 EVO FIRE FLEX 8V 5P,2014,87074 km,4,Gasolina e álcool
37.500,Fiat,Palio,2015,39230 km,4,Gasolina e Álcool (flex)
13.900,Fiat,Palio,2005,119000 km,4,Gasolina
28.990,Fiat,Palio,1.0 Mpi Attractive 8v,2014,86900 km,4,Gasolina e álcool
34.900,Fiat,Palio,2014,59478 km,4,Gasolinae GNV
27.890,Fiat,Palio,1.8 Mpi Adventure Weekend 8v,2010,65716 km,4,Gasolina e Álcool (flex)
22.900,Fiat,Palio,2014,50000 km,4,Gasolina e Álcool (flex)
23.500,Fiat,Palio,2014,89000 km,4,Gasolina e Álcool (flex)
22.900,Fiat,Palio,1.8 Mpi Adventure Weekend 8v,2007,96016 km,4,Gasolina e Álcool (flex)
10.800,Fiat,Palio,2003,78270 km,4,Gasolina
22.890,Fiat,Palio,2012,69523 km,4,Gasolina e álcool
31.800,Fiat,Palio,2014,85212 km,4,Gasolina e álcool
21.900,Fiat,Palio,2015,74635 km,2,Gasolina e álcool
18.800,Fiat,Palio,2010,73254 km,4,Gasolina e Álcool (flex)
37.500,Fiat,Palio,2016,69089 km,4,Gasolina e álcool
28.890,Fiat,Palio,2015,14513 km,4,Gasolina e Álcool (flex)
21.890,Fiat,Palio,2011,139002 km,4,Gasolina e Álcool (flex)
21.900,Fiat,Palio,2008,85400 km,4,Gasolina e Álcool (flex)
19.900,Fiat,Palio,2013,80109 km,4,Gasolina e Álcool (flex)
19.900,Fiat,Palio,1.0 MPI FIRE 8V FLEX 4P MANUAL,2007,0 km,4,Gasolina e Álcool (flex)
24.500,Fiat,Palio,1.4 MPI ELX 8V FLEX 4P MANUAL,2008,93816 km,4,Gasolina e Álcool (flex)
15.990,Fiat,Palio,1.0 Mpi Fire 8v,2008,168888 km,4,Gasolina e álcool
16.900,Fiat,Palio,2006,105 km,4,Gasolina e Álcool (flex)
39.890,Fiat,Palio,Attractive 1.4 8V Flex,2016,0 km,4,Gasolina e álcool
22.990,Fiat,Palio,1.0 Mpi Fire 8v,2015,16000 km,4,Gasolina e álcool
25.990,Fiat,Palio,1.0 Mpi Attractive 8v,2012,35512 km,4,Gasolina e álcool
13.900,Fiat,Palio,2005,101 km,4,Gasolina
9.800,Fiat,Palio,1998,143829 km,2,Gasolina
8.800,Fiat,Palio,1997,255762 km,2,Gasolina
28.500,Fiat,Palio,2014,87500 km,4,Gasolina e álcool
16.500,Fiat,Palio,PALIO 1.0 ECONOMY FIRE FLEX 8V 4P,2010,67000 km,4,Gasolina e Álcool (flex)
35.990,Fiat,Palio,2013,93473 km,4,Gasolina e Álcool (flex)
17.500,Fiat,Palio,FIRE FLEX ,2008,0 km,4,Gasolina e Álcool (flex)
30.900,Fiat,Palio,2013,62500 km,4,Gasolina e Álcool (flex)
18.900,Fiat,Palio,1.0 MPI 8V Fire Flex,2008,0 km,4,Gasolina e álcool
27.890,Fiat,Palio,1.0 Fire Flex 8V 4p,2015,41000 km,4,Gasolina e álcool
31.900,Fiat,Palio,FIAT PUNTO 1.4 ATRACTIVE CRIATIVE 2.014 COMPLETO FLEX ,2014,54000 km,4,Gasolina e álcool,Monobloco
36.900,Fiat,Palio,2013,100 km,4,Gasolina e álcool
9.900,Fiat,Palio,ED 1.0 MPI 8V,1998,0 km,4,Gasolina
21.900,Fiat,Palio,Economy 1.0 8V Fire Flex,2011,0 km,4,Gasolina e Álcool (flex)
16.500,Fiat,Palio,1.0 MPI 8V Fire,2009,0 km,2,Gasolina
17.900,Fiat,Palio,Economy 1.0 8V Fire Flex,2011,1 km,2,Gasolina e Álcool (flex)
18.900,Fiat,Palio,1.0 MPI 8V Fire,2011,0 km,2,Gasolina
35.900,Fiat,Palio,Attractive 1.0 8V Flex,2016,0 km,4,Gasolina e álcool
23.990,Fiat,Palio,2013,55600 km,4,Gasolina e álcool,Hatchback
34.900,Fiat,Palio,2015,0 km,4,Gasolina e álcool,Crossover
10.800,Fiat,Palio,2003,138336 km,4,Gasolina
22.900,Fiat,Palio,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 2,2015,17000 km,2,Gasolina e Álcool (flex)
23.000,Fiat,Palio,2013,73000 km,4,Gasolina e Álcool (flex)
36.990,Fiat,Palio,Attractive 1.0 8V Flex,2016,10569 km,4,Gasolina e álcool
20.900,Fiat,Palio,2008,177000 km,4,Gasolina e Álcool (flex)
45.990,Fiat,Palio,2015,48000 km,4,Gasolina e Álcool (flex)
11.900,Fiat,Palio,FIRE 4 PTS,2003,150000 km,4,Gasolina
